gene,score
ADGRV1,1.0
TPM3P9,1.0
LGI1,1.0
ZNHIT3,1.0
LINC00624,1.0
TOGARAM1,1.0
LOC101927188,1.0
LRRC37A8P,1.0
SON,1.0
GGT3P,1.0
CCDC162P,1.0
LINC01695,1.0
LOC100506551,1.0
TOB1-AS1,1.0
RBM5,1.0
TGFBR3,1.0
OVOS,1.0
OVOS2,1.0
LOC107985355,1.0
ANKRD18DP,1.0
LOC105373383,1.0
GBAT2,1.0
CENPC,1.0
TBCB,1.0
LOC220729,1.0
TBX5-AS1,1.0
SDHAP2,1.0
SDHAP1,1.0
XPO7,1.0
FDPSP2,1.0
ABCD4,1.0
LINC02475,1.0
LOC340512,1.0
HAR1A,1.0
ARLNC1,1.0
AZGP1P1,1.0
MEMO1,1.0
MTUS1,1.0
DEFT1P,1.0
DEFT1P2,1.0
RNF5P1,1.0
ZNF542P,1.0
MED19,1.0
LINC01044,1.0
LRCH3,1.0
FAM122C,1.0
L3MBTL4,1.0
PPP2R5E,1.0
SLC25A14,1.0
TIMM23B-AGAP6,1.0
PAPLN,1.0
DPP9,1.0
SIGMAR1,1.0
ALYREF,1.0
MIR7107,1.0
SLC7A11-AS1,1.0
LOC554206,1.0
AIG1,1.0
TMEM185A,1.0
LINC02605,1.0
DCBLD1,1.0
SCARNA6,1.0
SLC8A3,1.0
ALG14,1.0
TTC8,1.0
NDRG3,1.0
ZFP90,1.0
LINC01151,1.0
IQCK,1.0
TMTC3,1.0
PTOV1,1.0
LINC01164,1.0
RNF212,1.0
PTAR1,1.0
LOC441601,1.0
LINC00970,1.0
DOC2A,1.0
LOC105370295,1.0
STARD4,1.0
POT1,1.0
LINC00664,1.0
LOC646652,1.0
MOBP,1.0
CERS5,1.0
WSPAR,1.0
INO80,1.0
LOC101929322,1.0
LOC105377752,1.0
SERGEF,1.0
C5orf17,1.0
MKNK1-AS1,1.0
LOC101928343,1.0
SPRY4-IT1,1.0
LILRP2,1.0
SNORD71,1.0
UBOX5-AS1,1.0
LOC102724135,1.0
LOC105369212,1.0
ANAPC16,1.0
SNORD32B,1.0
LOC112267983,1.0
LOC105375131,1.0
LOC105370687,1.0
LOC112268068,1.0
C2orf92,1.0
LOC112268114,1.0
LOC105447645,1.0
SRSF2,1.0
SRP72,1.0
LINC00701,1.0
LOC644135,1.0
MS4A15,1.0
LOC100506188,1.0
LOC100130207,1.0
HERC2P4,1.0
PLPP1,1.0
LOC152048,1.0
LOC100505501,1.0
LOC100507516,1.0
LOC101927450,1.0
GUSBP5,1.0
TONSL-AS1,1.0
FRG1-DT,1.0
LOC285638,1.0
LINC01686,1.0
AMD1,1.0
LOC285191,1.0
PEX19,1.0
PHYKPL,1.0
LOC643201,1.0
LILRB1,1.0
RAB3IP,1.0
LILRB2,1.0
SCAND2P,1.0
LINC00615,1.0
PMS2P1,1.0
C12orf42,1.0
BMS1P1,1.0
PDXDC2P-NPIPB14P,1.0
FNDC3A,1.0
CLASRP,1.0
TRIT1,1.0
GASAL1,1.0
DNAJC3-DT,1.0
RAB24,1.0
LOC101928797,1.0
FGFR3,1.0
LOC642484,1.0
COA6-AS1,1.0
RPL13AP20,1.0
PPARGC1A,1.0
CHIAP2,1.0
LOC728158,1.0
GUCY1B2,1.0
TRY2P,1.0
LOC389705,1.0
LOC100128253,1.0
FEZF1-AS1,1.0
ZSCAN16-AS1,1.0
SDHC,1.0
ARHGAP6,1.0
TPM3,1.0
HSPA14,1.0
SBF2-AS1,1.0
LINC02078,1.0
LOC100287808,1.0
NCMAP-DT,1.0
LINC00513,1.0
LINC01279,1.0
LOC100506282,1.0
FGGY,1.0
PI4KAP2,1.0
C2orf27A,1.0
LINC01289,1.0
LINC01719,1.0
ANKLE1,1.0
LINC01120,1.0
LINC01372,1.0
LINC00672,1.0
PVT1,1.0
LINC01104,1.0
LINC01133,1.0
KCNJ2-AS1,1.0
LINC02517,1.0
GRIN2C,1.0
RAB6C-AS1,1.0
LCTL,1.0
IPO5P1,1.0
SLC16A1-AS1,1.0
LINC00458,1.0
VIM-AS1,1.0
LINC01007,1.0
KIF25-AS1,1.0
LINC02537,1.0
BSN-DT,1.0
KLF10,1.0
CCAT1,1.0
RHOT1,1.0
AFF1-AS1,1.0
LINC02102,1.0
MNX1-AS1,1.0
NMRAL2P,1.0
CCT3,1.0
KRT73-AS1,1.0
LINC01485,1.0
ALG11,1.0
ATXN2,1.0
LINC02574,1.0
GTF2IP20,1.0
PLA2G4C-AS1,1.0
RRN3P1,1.0
LINC02521,1.0
FAM86B1,1.0
SLC5A4-AS1,1.0
BTG3-AS1,1.0
LOC401324,1.0
LINC01259,1.0
IBA57-DT,1.0
ATP8B5P,1.0
GTF2IP4,1.0
ADORA2A,1.0
ABCA17P,1.0
BLACE,1.0
SPECC1L-ADORA2A,1.0
SS18L1,1.0
LINC01447,1.0
PI4KAP1,1.0
DPY19L2P2,1.0
USP32P2,1.0
DPY19L2P4,1.0
GSN-AS1,1.0
CLSTN2-AS1,1.0
INS-IGF2,1.0
NRAV,1.0
LINC01561,1.0
EARS2,1.0
LINC00528,1.0
SUGT1P4-STRA6LP-CCDC180,1.0
SRSF8,1.0
PNLIPRP2,1.0
MIR548A1HG,1.0
CCDC148-AS1,1.0
SNORA61,1.0
CHRDL1,1.0
LINC01505,1.0
MYH16,1.0
PBX4,1.0
RNASEK-C17orf49,1.0
RRP7BP,1.0
TMEM256-PLSCR3,1.0
FARSB,1.0
LINC01224,1.0
ZNF625-ZNF20,1.0
FUT8,1.0
NPLOC4,1.0
OR7E37P,1.0
LINC01107,1.0
IRAIN,1.0
OR2A20P,1.0
OR2A9P,1.0
LOC407835,1.0
PARG,1.0
PRAG1,1.0
OR6W1P,1.0
HCG4,1.0
ZNF28,1.0
MARCHF2,1.0
LIN37,1.0
HOTTIP,1.0
RNF138P1,1.0
PSMA3,1.0
FREM1,1.0
ADAM3A,1.0
MMAB,1.0
MAFTRR,1.0
ZMYND11,1.0
RAD51L3-RFFL,1.0
RAD51D,1.0
LOC100996447,1.0
FKBP1A-SDCBP2,1.0
BORCS7-ASMT,1.0
EVA1C,1.0
DUSP22,1.0
CCNT2,1.0
ZFAT-AS1,1.0
JAML,1.0
MIR9901,1.0
ZNF280B,1.0
HSPB2-C11orf52,1.0
LINC00919,1.0
CALML4,1.0
BLOC1S1-RDH5,1.0
ANKRD10,1.0
SNORA64,1.0
PICART1,1.0
H19,1.0
NTRK3-AS1,1.0
CENPU,1.0
INTS7,1.0
MIR3181,1.0
LINC00870,1.0
ACTG1,1.0
MIR10527,1.0
INGX,1.0
LINC02148,1.0
RNF7,1.0
ZNF778,1.0
MEIS3P1,1.0
TEN1-CDK3,1.0
GTF2IP1,1.0
LRRC32,1.0
LIMS4,1.0
LOC100505918,1.0
RPL23AP7,1.0
LINC01792,1.0
THY1,1.0
ATP11AUN,1.0
LMO7DN,1.0
LINC00452,1.0
STX16,1.0
TOP1P2,1.0
LOC728485,1.0
HOXA10-HOXA9,1.0
HMGA1P7,1.0
ZNF695,1.0
TMCC1-AS1,1.0
ZNF670-ZNF695,1.0
C5orf66-AS2,1.0
AGAP7P,1.0
VILL,1.0
KLK4,1.0
SCNM1,1.0
ARHGEF26-AS1,1.0
BHLHE40-AS1,1.0
SNORD32A,1.0
C20orf197,1.0
ADAM20P1,1.0
PKD1L2,1.0
P2RX5-TAX1BP3,1.0
RRM2,1.0
UCKL1,1.0
SSR4,1.0
GLRA4,1.0
DPP9-AS1,1.0
DLAT,1.0
COX15,1.0
CCN4,1.0
GPATCH11,1.0
PARP12,1.0
LINC02101,1.0
LINC00482,1.0
RAET1G,1.0
ARFIP2,1.0
TTTY15,1.0
EGFL8,1.0
PPT2-EGFL8,1.0
COQ7,1.0
DMRT2,1.0
LOC101927190,1.0
LOC100505795,1.0
TTTY13,1.0
LOC114841040,1.0
LAMA3,1.0
SLFNL1-AS1,1.0
LOC653160,1.0
SEMA4D,1.0
SNHG10,1.0
LOC101929268,1.0
LOC100233156,1.0
MAP4K3-DT,1.0
BCS1L,1.0
RTEL1-TNFRSF6B,1.0
KRT17P5,1.0
HLA-H,1.0
LOC115308161,1.0
SCAMP1-AS1,1.0
STX16-NPEPL1,1.0
SLC38A7,1.0
ABCA11P,1.0
ARAP1,1.0
CCZ1P-OR7E38P,1.0
ITGB2-AS1,1.0
KCNK9,1.0
LINC02740,1.0
ZNF286B,1.0
LINC02198,1.0
KC6,1.0
UBE2MP1,1.0
PGM5P2,1.0
LINC01143,1.0
TXNDC12-AS1,1.0
LCA10,1.0
LINC00396,1.0
NKAIN3,1.0
LDAH,1.0
LINC00428,1.0
CIDECP1,1.0
LOC112267871,1.0
AQP7P1,1.0
CCDC25,1.0
TLE4,1.0
LOC374443,1.0
KCNIP4-IT1,1.0
PSMD6-AS2,1.0
FAM13A-AS1,1.0
RPL13P5,1.0
AGBL5,1.0
LOC102724159,1.0
MIR6826,1.0
EMX2OS,1.0
CYP4Z2P,1.0
AGAP10P,1.0
PARGP1-AGAP4,1.0
TSPAN16,1.0
LOC101927078,1.0
OXLD1,1.0
DCXR-DT,1.0
GSG1,1.0
LOC338694,1.0
WASHC2C,1.0
NDUFA5,1.0
LINC02582,1.0
ANKRD44,1.0
CAMK2G,1.0
YPEL1,1.0
FBXO44,1.0
LINC01624,1.0
LOC100128494,1.0
SUN1,1.0
HRH2,1.0
DIAPH1-AS1,1.0
TCAM1P,1.0
APOBEC3B-AS1,1.0
LRRC37A4P,1.0
DLX2-DT,1.0
LOC100507156,1.0
CLEC4GP1,1.0
PTPRVP,1.0
IGSF22,1.0
BMS1P2-AGAP9,1.0
LOC100507634,1.0
BMS1P4-AGAP5,1.0
PSMB3,1.0
HDAC7,1.0
LOC154449,1.0
PRDM15,1.0
MROH7-TTC4,1.0
MARK2P9,1.0
LINC02054,1.0
SLC25A44,1.0
CNOT2,1.0
SLC7A5P2,1.0
BLOC1S5-TXNDC5,1.0
CNBD2,1.0
C9orf170,1.0
LOC101928093,1.0
CMTM3,1.0
KLHL32,1.0
STAC3,1.0
MRS2,1.0
CDC45,1.0
HACE1,1.0
VEZT,1.0
SNRPE,1.0
ABCA9-AS1,1.0
ZSWIM3,1.0
ZNF213,1.0
KDM4C,1.0
FLT3,1.0
LOC100507507,1.0
CIITA,1.0
HDDC3,1.0
SLC22A23,1.0
SNORD26,1.0
LOC100132813,1.0
LOC105375787,1.0
FRMD5,1.0
SLC28A3,1.0
MPZL3,1.0
SEPT5-GP1BB,1.0
SGMS1-AS1,1.0
CCDC140,1.0
AOC4P,1.0
FAM21EP,1.0
FAM86EP,1.0
LINC00933,1.0
TWNK,1.0
NDST2,1.0
HECTD2,1.0
GIHCG,1.0
RPP38-DT,1.0
MIR1915HG,1.0
ULK3,1.0
MYRIP,1.0
LINC01061,1.0
TRPM2,1.0
C10orf55,1.0
LINC00943,1.0
LINC02076,1.0
PRR36,1.0
C6orf223,1.0
NEURL3,1.0
TRPC2,1.0
OPRM1,1.0
GPR1-AS,1.0
LOC114483834,1.0
LOC100288637,1.0
REG1CP,1.0
DPH6-DT,1.0
CLK2P1,1.0
ALOX12P2,1.0
LOC400627,1.0
LINC00867,1.0
CDK2AP2,1.0
LAMTOR3,1.0
PTPRR,1.0
LINC00626,1.0
ZNF689,1.0
ZDHHC8P1,1.0
LINC01013,1.0
HSPA7,1.0
TNFSF13,1.0
DNMBP-AS1,1.0
PEX11B,1.0
LOC100130075,1.0
SNHG12,1.0
ATP1A1-AS1,1.0
ESR2,1.0
LOC100506207,1.0
MSTO2P,1.0
SZRD1,1.0
C1orf52,1.0
TMEM39A,1.0
LINC00323,1.0
PEX6,1.0
LOC651337,1.0
ZFP91-CNTF,1.0
LINC00575,1.0
TARS2,1.0
LOC100286925,1.0
GDA,1.0
SUPT4H1,1.0
ZNF660-ZNF197,1.0
TPM1-AS,1.0
LOC654780,1.0
KRT16P1,1.0
DDN-AS1,1.0
LOC101929705,1.0
FAM86DP,1.0
LINC02082,1.0
LINC01210,1.0
C1orf140,1.0
COPZ1,1.0
ANKRD20A19P,1.0
MIR194-2HG,1.0
CSAG4,1.0
INTS8,1.0
LINC01833,1.0
IARS1,1.0
NCF4-AS1,1.0
REEP2,1.0
LINC00856,1.0
PNMT,1.0
CBLL1,1.0
TOM1,1.0
MBOAT1,1.0
PPP1R21,1.0
LOC283665,1.0
TEX48,1.0
ADGRE4P,1.0
MRS2P2,1.0
FAM86C2P,1.0
LINC00470,1.0
LINC00339,1.0
LOC100507412,1.0
DCAF7,1.0
NUP50-DT,1.0
EML2,1.0
QARS1,1.0
CALCA,1.0
CARS2,1.0
PPP6R3,1.0
LOC101928809,1.0
BROX,1.0
RCBTB2,1.0
CZ1P-ASNS,1.0
ADD3-AS1,1.0
PARTICL,1.0
RCBTB1,1.0
LINS1,1.0
HLCS,1.0
TEX36-AS1,1.0
LZTFL1,1.0
NLRC3,1.0
CABLES1,1.0
DNAAF5,1.0
LONP1,1.0
SPRYD7,1.0
TYSND1,1.0
PHF21A,1.0
PLCD1,1.0
SMCR5,1.0
CLRN1-AS1,1.0
FLJ46875,1.0
UBE2DNL,1.0
DPP4-DT,1.0
LOC101927051,1.0
PPP2R2B,1.0
HCG18,1.0
TAZ,1.0
WNT2,1.0
LOC729681,1.0
RAET1K,1.0
LGALS9,1.0
LOC728196,1.0
CETN4P,1.0
ABCC6,1.0
ME3,1.0
IQCH,1.0
LOC100506585,1.0
MIR3150BHG,1.0
RAB13,1.0
CDK5RAP2,1.0
MIR4253,1.0
LINC01523,1.0
PLEKHH3,1.0
LOC105369306,1.0
S100A16,1.0
FAM86JP,1.0
AHCTF1P1,1.0
LINC00887,1.0
LINC01512,1.0
MEAF6,1.0
FZD6,1.0
MED29,1.0
MYT1L-AS1,1.0
KLF7,1.0
LOC101927189,1.0
LINC02069,1.0
RAMP2-AS1,1.0
LOC101927365,1.0
TPT1-AS1,1.0
LINC02418,1.0
SERPINE2,1.0
HLA-DQB1-AS1,1.0
UBE2W,1.0
DGKA,1.0
GUSBP11,1.0
LOC100128288,1.0
NCAPG,1.0
KLRD1,1.0
LINC02348,1.0
KCTD10,1.0
LINC01524,1.0
RGPD4-AS1,1.0
HDAC2-AS2,1.0
CRIP2,1.0
FAM205BP,1.0
PRMT7,1.0
CNIH2,1.0
SELENOV,1.0
FGFR2,1.0
POM121L8P,1.0
ST3GAL3,1.0
LOC100130872,1.0
RPL13A,1.0
HPN-AS1,1.0
LATS1,1.0
TPK1,1.0
CRCP,1.0
C10orf90,1.0
ACTR3B,1.0
MIR2117HG,1.0
ARL6IP6,1.0
LOC101927021,1.0
LOC641367,1.0
EXOC2,1.0
LINC00598,1.0
LINC01953,1.0
PTGER4P2-CDK2AP2P2,1.0
TMEM132D-AS2,1.0
BCRP3,1.0
GTF3C4,1.0
GABPB1-AS1,1.0
SLC10A7,1.0
LOC100996671,1.0
LOC101927045,1.0
FAM86HP,1.0
MAP3K5-AS1,1.0
MOXD2P,1.0
TPRA1,1.0
JPH3,1.0
CTSA,1.0
LOC101928661,1.0
LRPAP1,1.0
LINC02266,1.0
LOC101927159,1.0
LINC01733,1.0
MSL3P1,1.0
LINC00115,1.0
THADA,1.0
LINC00629,1.0
LINC00599,1.0
LOC101926935,1.0
SEPTIN7P2,1.0
LINC01144,1.0
PRNT,1.0
PRKAR2A-AS1,1.0
LOC145845,1.0
GLT1D1,1.0
LINC02105,1.0
LOC101926889,1.0
ICE2,1.0
FAM86FP,1.0
LINC00304,1.0
DNAJC10,1.0
ZNF503-AS2,1.0
KCNK4,1.0
SNF8,1.0
LINC01362,1.0
LINC01562,1.0
MNX1-AS2,1.0
MAMDC2,1.0
LOC730101,1.0
SNAI3-AS1,1.0
RAP2C,1.0
KIAA0753,1.0
LINC00689,1.0
LINC01234,1.0
OBSCN-AS1,1.0
FLJ16779,1.0
MGAT4C,1.0
ABCC8,1.0
ZDHHC11B,1.0
ATG9B,1.0
FLJ25758,1.0
OVCH1-AS1,1.0
LINC01000,1.0
FAM86B3P,1.0
RIC8B,1.0
LINC01429,1.0
KCNK4-TEX40,1.0
DSCAM,1.0
PTK2,1.0
MIR1257,1.0
LINC01184,1.0
LNCPRESS2,1.0
STOX2,1.0
SSSCA1-AS1,1.0
LOC100128076,1.0
PKD1P1,1.0
MGRN1,1.0
DNAJC16,1.0
SNORD97,1.0
DHRS4L1,1.0
LOC283387,1.0
CD38,1.0
KYAT1,1.0
RSRC2,1.0
INTS10,1.0
XPC,1.0
ZNF532,1.0
FAM86B2,1.0
TUBGCP5,1.0
N4BP2L1,1.0
LOC340357,1.0
DDX11-AS1,1.0
NOP14-AS1,1.0
MAFG-DT,1.0
EGFEM1P,1.0
KANK1,1.0
OXNAD1,1.0
SLC1A7,1.0
BICD1,1.0
A1BG-AS1,1.0
MIA2,1.0
ACTG1P17,1.0
DBH-AS1,1.0
SEC1P,1.0
SNORD133,1.0
LOC101929595,1.0
ITPRID2,1.0
PNKY,1.0
PLAC4,1.0
LOC145783,1.0
LINC02227,1.0
DNAI2,1.0
ZMYM2,1.0
BRAF,1.0
CASC15,1.0
SPATA21,1.0
CDK11A,1.0
SLC25A32,1.0
ZNF468,1.0
LOC100130992,1.0
ATP9B,1.0
LINC00678,1.0
ARHGAP11B,1.0
LINC01205,1.0
KCTD21-AS1,1.0
LMF1,1.0
GBA3,1.0
PCOLCE-AS1,1.0
LOC101928118,1.0
CEP63,1.0
KCNC4,1.0
OR5AK4P,1.0
CASP9,1.0
LINC02261,1.0
LOC101929577,1.0
EMBP1,1.0
ERC2,1.0
CBSL,1.0
DHDDS-AS1,1.0
LOC644936,1.0
SNHG17,1.0
RRAGB,1.0
ANKMY1,1.0
EMC3,1.0
DNAH17-AS1,1.0
HULC,1.0
NPSR1-AS1,1.0
ZNF137P,1.0
CIRBP,1.0
CCDC7,1.0
SGSH,1.0
FAM172BP,1.0
SCN1A,1.0
TSG1,1.0
LOC101927787,1.0
LINC01933,1.0
RNU6ATAC,1.0
JAKMIP2-AS1,1.0
LOC101929413,1.0
LINC02523,1.0
LOC105378367,1.0
TNRC18P1,1.0
C13orf42,1.0
SH3PXD2A-AS1,1.0
LINC01386,0.0
LINC01378,0.0
CHCHD10,0.0
LOC101927972,0.0
C10orf25,0.0
LOC101928540,0.0
LOC730202,0.0
LINC01520,0.0
WARS2-AS1,0.0
LINC01337,0.0
WNT8A,0.0
ZBTB20-AS3,0.0
LOC101928453,0.0
LINC02670,0.0
CD55,0.0
LOC101929662,0.0
CELF2-DT,0.0
LOC101929229,0.0
LHX5-AS1,0.0
LOC102723439,0.0
LOC101927762,0.0
RBIS,0.0
TSL,0.0
DDX46,0.0
LINC01166,0.0
LINC00504,0.0
STX18-IT1,0.0
PKNOX2-AS1,0.0
FOXG1-AS1,0.0
LOC102724719,0.0
LOC101927851,0.0
FAM53B-AS1,0.0
SAPCD1-AS1,0.0
NEURL1-AS1,0.0
COA8,0.0
LOC102724323,0.0
LOC101927964,0.0
EDRF1-AS1,0.0
LOC101928034,0.0
LINC01654,0.0
LOC101929066,0.0
LOC101929128,0.0
F10-AS1,0.0
LOC101928140,0.0
SCEL-AS1,0.0
LINC00383,0.0
IGFL4,0.0
CIB2,0.0
LINC01461,0.0
ARHGDIA,0.0
KU-MEL-3,0.0
FOXP4-AS1,0.0
LOC101929073,0.0
CT69,0.0
RNU6-2,0.0
LINC02072,0.0
LINC01762,0.0
LINC00680,0.0
LINC01517,0.0
LOC101928253,0.0
TMEM159,0.0
LINC00456,0.0
TGFB2-OT1,0.0
LOC101929279,0.0
WDPCP,0.0
LOC101928977,0.0
KCNMA1-AS2,0.0
MIR570HG,0.0
KCNMA1-AS1,0.0
LINC01518,0.0
EVADR,0.0
LOC101929574,0.0
OVAAL,0.0
LINC02549,0.0
SPATS2,0.0
P3H2-AS1,0.0
SPRY4-AS1,0.0
LOC101928834,0.0
LERFS,0.0
TET2-AS1,0.0
LOC101928304,0.0
TBX2-AS1,0.0
PACRG-AS3,0.0
ADAMTS19-AS1,0.0
LINC01649,0.0
ZNF528-AS1,0.0
LOC101928191,0.0
LNCAROD,0.0
LINC01050,0.0
LINC01288,0.0
LINC02647,0.0
CCNO,0.0
LINC01046,0.0
LOC100505938,0.0
LINC01519,0.0
LOC439933,0.0
CEBPB-AS1,0.0
LINC01515,0.0
LOC101928994,0.0
LINC01516,0.0
USP6NL,0.0
NRG3-AS1,0.0
KIF1C-AS1,0.0
DUXAP9,0.0
LENG8-AS1,0.0
BBOX1-AS1,0.0
LINC01048,0.0
LOC729867,0.0
LINC01657,0.0
PACERR,0.0
LINC02552,0.0
LOC102724612,0.0
LOC102723729,0.0
LOC101928718,0.0
LINC01499,0.0
SATB1-AS1,0.0
LINC01495,0.0
LINC01395,0.0
DESI2,0.0
FOXCUT,0.0
MFAP5,0.0
LOC101929897,0.0
ETS1-AS1,0.0
CDCA3,0.0
ZFPM2-AS1,0.0
ART5,0.0
FOXC2-AS1,0.0
LOC102724804,0.0
PEA15,0.0
MHRT,0.0
LOC102724784,0.0
LINC01588,0.0
LOC104613533,0.0
MRPL11,0.0
HELQ,0.0
LOC102724301,0.0
LOC101928069,0.0
LINC01291,0.0
LOC102724710,0.0
CD40,0.0
BIRC6-AS2,0.0
LINC01414,0.0
LINC02712,0.0
OPRPN,0.0
LUNAR1,0.0
LINC01511,0.0
LOC101928894,0.0
LINC02728,0.0
CYB5R2,0.0
AUP1,0.0
LOC101928847,0.0
LOC101929550,0.0
LOC101928837,0.0
LOC101929415,0.0
LOC101929488,0.0
LINC02763,0.0
LINC01676,0.0
GORAB-AS1,0.0
LINC02696,0.0
LOC101928565,0.0
LOC101929470,0.0
C22orf24,0.0
GHRL,0.0
TTC39A-AS1,0.0
LOC101928896,0.0
LOC339260,0.0
LOC101929340,0.0
LOC101929709,0.0
TMEM92-AS1,0.0
LOC102723701,0.0
LINC01411,0.0
LOC101928673,0.0
LOC101929622,0.0
LOC101929089,0.0
MIR4300HG,0.0
LOC101929294,0.0
LINC02720,0.0
MADD-AS1,0.0
LOC101929315,0.0
LOC101928940,0.0
RORB-AS1,0.0
LOC102724874,0.0
LINC02627,0.0
LINC00377,0.0
ZCCHC10,0.0
LINC01058,0.0
LINC00508,0.0
PLCE1-AS2,0.0
SLC16A12-AS1,0.0
LINC02541,0.0
LINC01068,0.0
LINC01170,0.0
NUTM2B-AS1,0.0
FOXP1-AS1,0.0
LURAP1L-AS1,0.0
PLA1A,0.0
GOLGA2P6,0.0
LINC01287,0.0
CLEC7A,0.0
DEFB123,0.0
LINC01269,0.0
MGAT3-AS1,0.0
WARS2-IT1,0.0
LINC02620,0.0
LINC01167,0.0
PCAT29,0.0
LINC01322,0.0
TCERG1L-AS1,0.0
FOSL1,0.0
PIFO,0.0
ITPRIP-AS1,0.0
LINC01396,0.0
LINC01514,0.0
DISC1-IT1,0.0
C5orf38,0.0
LINC01475,0.0
RAD52,0.0
GSTT2,0.0
ZNF337-AS1,0.0
CATIP-AS2,0.0
CCND2-AS1,0.0
RIMKLB,0.0
LINC01708,0.0
LINC01038,0.0
VAMP1,0.0
DAAM2-AS1,0.0
LOC101927139,0.0
LINC01055,0.0
USH1C,0.0
PRMT5-AS1,0.0
GACAT2,0.0
LINC01732,0.0
SALRNA3,0.0
LINC01065,0.0
SALRNA2,0.0
MMP25-AS1,0.0
LINC01031,0.0
LINC01339,0.0
SPATA9,0.0
LINC01564,0.0
SPATA17-AS1,0.0
TRIM31-AS1,0.0
MAEA,0.0
LINCR-0003,0.0
LOC101927082,0.0
WWC2-AS1,0.0
LOC101927020,0.0
LINCR-0002,0.0
LINCR-0001,0.0
LOC101926915,0.0
OBP2A,0.0
SALRNA1,0.0
LYPD9P,0.0
LOC101926898,0.0
MRPL9,0.0
MSH2-OT1,0.0
CCN6,0.0
LOC101928131,0.0
LINC00376,0.0
FAM74A7,0.0
MFAP3L,0.0
RXYLT1-AS1,0.0
LOC221946,0.0
PRR29-AS1,0.0
LINC01899,0.0
IGF2BP2-AS1,0.0
LOC100996263,0.0
LOC101929353,0.0
LINC02432,0.0
LOC103352541,0.0
LINC02428,0.0
LOC100507477,0.0
LINC01572,0.0
RDH10-AS1,0.0
LINC01612,0.0
LINC00524,0.0
LINC02273,0.0
LINC02539,0.0
FAM157C,0.0
LINC02502,0.0
EDN2,0.0
LINC01999,0.0
LOC101928306,0.0
LINC02181,0.0
LOC101928279,0.0
LOC400541,0.0
LOC100996583,0.0
FOXD3-AS1,0.0
PRDX3,0.0
LOC100129636,0.0
LOC104054148,0.0
RBSN,0.0
NTM-AS1,0.0
LOC100129434,0.0
LINC01605,0.0
LOC102723604,0.0
LOC101929331,0.0
LINC01909,0.0
LINC01241,0.0
LINC01714,0.0
LOC101929563,0.0
LOC101928052,0.0
LINC02355,0.0
LOC101927636,0.0
LOC101927359,0.0
LOC102724450,0.0
SNHG27,0.0
FOCAD-AS1,0.0
LINC02615,0.0
AZIN1-AS1,0.0
PTPRD-AS1,0.0
CDC37L1-DT,0.0
LINC01770,0.0
LINC02611,0.0
LOC101927708,0.0
LINC01626,0.0
RERE-AS1,0.0
BMPR1B-DT,0.0
LOC100507291,0.0
LINC02762,0.0
LOC101929579,0.0
LOC102723709,0.0
PKIA-AS1,0.0
LINC01032,0.0
LOC101929058,0.0
LOC101927932,0.0
LOC102724919,0.0
LINC01645,0.0
LOC101927066,0.0
C1orf167-AS1,0.0
IFT74-AS1,0.0
CXXC4-AS1,0.0
DDX3X,0.0
H2AZ1-DT,0.0
MCPH1-AS1,0.0
FGF14-AS1,0.0
GAS8-AS1,0.0
LOC101927854,0.0
LOC101930071,0.0
SLC9A3-AS1,0.0
LINC02380,0.0
ARHGEF35-AS1,0.0
SRGAP3-AS2,0.0
LOC728673,0.0
LOC101928622,0.0
ZBTB20-AS5,0.0
LOC101927296,0.0
LOC102724238,0.0
LOC554249,0.0
BAHD1,0.0
ECSCR,0.0
LOC101928942,0.0
OR2A1-AS1,0.0
LINC02265,0.0
LOC100129603,0.0
ERICH6-AS1,0.0
LINC01262,0.0
LOC101928978,0.0
NCRNA00250,0.0
EXTL3-AS1,0.0
LINC00824,0.0
ACTA2-AS1,0.0
ERICH3-AS1,0.0
LINC01398,0.0
LOC101929122,0.0
C12orf57,0.0
SAP30BP,0.0
LINC02270,0.0
C1QTNF7-AS1,0.0
LINC01182,0.0
LOC103908605,0.0
LPIN3,0.0
LYRM7,0.0
LOC101928590,0.0
ZNF561-AS1,0.0
LYRM4-AS1,0.0
LOC101929210,0.0
LINC01391,0.0
BGLT3,0.0
MTRF1L,0.0
LINC02520,0.0
LINC02268,0.0
LINC01560,0.0
LOC100507437,0.0
SERINC5,0.0
LINC01697,0.0
RNVU1-8,0.0
CELF2-AS1,0.0
GALNTL6-AS1,0.0
MIR3663HG,0.0
ARRDC1-AS1,0.0
LINC01419,0.0
LOC100288798,0.0
LOC101928105,0.0
LOC101928551,0.0
LOC101928697,0.0
LOC100506444,0.0
LOC440982,0.0
POLR2F,0.0
R3HCC1,0.0
LINC02551,0.0
LINC02493,0.0
LOC103611081,0.0
MKX-AS1,0.0
LOC285766,0.0
LOC51145,0.0
KRBOX1-AS1,0.0
SH3TC2-DT,0.0
RFX3-AS1,0.0
LINC01525,0.0
LOC101929592,0.0
DST-AS1,0.0
LOC102724776,0.0
LINC01788,0.0
NCOA7-AS1,0.0
LINC01740,0.0
PGM5P3-AS1,0.0
LINC02608,0.0
HOXA-AS2,0.0
PGM5P4-AS1,0.0
LINC02158,0.0
LINC02544,0.0
PTBP2,0.0
GNA14-AS1,0.0
LOC101927342,0.0
UBR5-AS1,0.0
MYEF2,0.0
LINC00375,0.0
LINC01039,0.0
LAMA4-AS1,0.0
LOC102723883,0.0
LOC102723831,0.0
